FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,WORKDAY_OPER_TIME_DC,WKEND_OPER_TIME_DC,FRE_PARKNG_AT,VALET_PARKNG_POSBL_AT,INFN_CHAIR_LEND_POSBL_AT,WCHAIR_HOLD_AT,PET_POSBL_AT,VGTR_MENU_HOLD_AT,HALAL_FOOD_HOLD_AT,GFRE_FOOD_HOLD_AT,LAST_UPDT_DE
갈릭브리즈,음식점/유흥시설,유럽음식,이탈리아,서울특별시,마포구,서교동,,461-7 번지,동교로17안길,12,37.555451,126.916881,04002,서울특별시 마포구 동교로17안길 12,서울특별시 마포구 서교동  461-7,,,,N,N,N,N,N,N,N,N,20221130
갈릭앤페퍼,음식점/유흥시설,유럽음식,이탈리아,서울특별시,서초구,서초동,,1665-5 번지,서초중앙로20길,40,37.492317,127.016401,06634,서울특별시 서초구 서초중앙로20길 40,서울특별시 서초구 서초동  1665-5,050713169115,월-금 11시-21시,토-일 11시-21시,N,N,N,N,N,N,N,N,20221130
감바레우쿠짱,음식점/유흥시설,동아시아음식,일본,서울특별시,서초구,방배동,,925-22 번지,효령로31길,86,37.484815,126.99471,06682,서울특별시 서초구 효령로31길 86,서울특별시 서초구 방배동 925-22,050714121518,월-금 11시30분-20시30분,토-일 11시30분-15시30분,Y,N,N,N,N,N,N,N,20221130
감베로니,음식점/유흥시설,유럽음식,이탈리아,서울특별시,용산구,갈월동,,89-22 번지,한강대로81길,5,37.543012,126.971936,04321,서울특별시 용산구 한강대로81길 5,서울특별시 용산구 갈월동  89-22,0232731791,월-금 11시-21시,토 11시-19시,N,N,N,N,N,N,N,N,20221130
감성타코 가로수길점,음식점/유흥시설,남미음식,멕시코,서울특별시,강남구,신사동,,542-6 번지,가로수길,26,37.519652,127.023304,06036,서울특별시 강남구 가로수길 26,서울특별시 강남구 신사동  542-6,025168884,월-금 12시-22시,토-일 12시-22시,N,N,N,N,N,N,N,N,20221130
감성타코 건대점,음식점/유흥시설,남미음식,멕시코,서울특별시,광진구,화양동,,10-1 번지,능동로13길,39,37.543431,127.07018,05016,서울특별시 광진구 능동로13길 39,서울특별시 광진구 화양동  10-1,024628883,월-금 12시-22시,토-일 12시-22시,Y,N,N,N,N,N,N,N,20221130
감성타코 광화문점,음식점/유흥시설,남미음식,멕시코,서울특별시,종로구,내수동,,73 번지,새문안로3길,23,37.572859,126.972459,03174,서울특별시 종로구 새문안로3길 23,서울특별시 종로구 내수동  73,027388887,월-금 11시30분-22시,토-일 12시-22시,Y,N,N,N,N,N,N,N,20221130
감성타코 신사점,음식점/유흥시설,남미음식,멕시코,서울특별시,강남구,신사동,,523-16 번지,강남대로162길,31,37.520641,127.020955,06028,서울특별시 강남구 강남대로162길 31,서울특별시 강남구 신사동  523-16,025473366,월-금 11시30분-22시,토-일 12시-22시,Y,N,N,N,N,N,N,N,20221130
감성타코 판교점,음식점/유흥시설,남미음식,멕시코,경기도,성남시 분당구,삼평동,,740 번지,동판교로177번길,25,37.397326,127.113568,13525,경기도 성남시 분당구 동판교로177번길 25,경기도 성남시 분당구 삼평동  740,0317818885,월-금 11시30분-22시,토-일 11시30분-22시,Y,N,N,N,N,N,N,N,20221130
감성타코 합정점,음식점/유흥시설,남미음식,멕시코,서울특별시,마포구,합정동,,473 번지,월드컵로3길,14,37.551119,126.9122,04024,서울특별시 마포구 월드컵로3길 14,서울특별시 마포구 합정동  473,023328836,월-금 11시30분-22시,토-일 12시-22시,Y,N,N,N,N,N,N,N,20221130
감성타코 홍대점,음식점/유흥시설,남미음식,멕시코,서울특별시,마포구,서교동,,358-121 번지,와우산로21길,20-11,37.552811,126.922724,04040,서울특별시 마포구 와우산로21길 20-11,서울특별시 마포구 서교동  358-121,023378883,월-금 11시30분-22시,토-일 12시-22시,N,N,N,N,N,N,N,N,20221130
갓덴스시,음식점/유흥시설,동아시아음식,일본 아시아,서울특별시,강남구,역삼동,,822-4 번지,테헤란로,109,37.498825,127.028992,06134,서울특별시 강남구 테헤란로 109,서울특별시 강남구 역삼동 822-4 강남제일빌딩,0220511477,월-금 11시-21시30분,토-일 11시-21시30분,Y,N,N,N,N,N,N,N,20221130
갓잇 도산공원점,음식점/유흥시설,남미음식,멕시코,서울특별시,강남구,신사동,,649-7 번지,언주로164길,24,37.525352,127.035533,06020,서울특별시 강남구 언주로164길 24,서울특별시 강남구 신사동  649-7,050713399451,월-금 11시-22시,토-일 11시-22시,N,N,N,N,N,N,N,N,20221130
갓잇 안국점,음식점/유흥시설,동남아시아음식,기타,서울특별시,종로구,재동,,84-30 번지,북촌로2길,5-5,37.578179,126.985935,03059,서울특별시 종로구 북촌로2길 5-5,서울특별시 종로구 재동  84-30,050713319451,월-금 11시-21시30분,토-일 11시-21시30분,N,N,N,N,N,N,N,N,20221130
갓잇 연남점,음식점/유흥시설,남미음식,멕시코,서울특별시,마포구,연남동,,240-2 번지,성미산로,161-13,37.565246,126.923591,03980,서울특별시 마포구 성미산로 161-13,서울특별시 마포구 연남동  240-2,050713129451,월-금 11시-21시30분,토-일 11시-21시30분,N,N,N,N,N,N,N,N,20221130
갓잡은육회&연어 해운대점,음식점/유흥시설,유럽음식,이탈리아,부산광역시,해운대구,좌동,,1461-1 번지,좌동로,88,35.171976,129.174939,48106,부산광역시 해운대구 좌동로 88,부산광역시 해운대구 좌동  1461-1,,,,N,N,N,N,N,N,N,N,20221130
갓파스시 대구점,음식점/유흥시설,동아시아음식,일본,대구광역시,중구,삼덕동1가,,5-12 번지,동성로2길,45,35.868061,128.596443,41941,대구광역시 중구 동성로2길 45,대구광역시 중구 삼덕동1가 5-12,0534234377,"월-목 11시-20시30분,금 11시-21시","토 11시-21시,일 11시-20시30분",Y,N,N,N,N,N,N,N,20221130
갓파스시 서면점,음식점/유흥시설,동아시아음식,일본 아시아,부산광역시,부산진구,부전동,,168-451 번지,중앙대로702번길,43,35.155679,129.061485,47292,부산광역시 부산진구 중앙대로702번길 43,부산광역시 부산진구 부전동 168-451,0518044377,"월-목 11시-21시30분,금 11시-22시","토 11시-22시,일 11시-21시30분",Y,N,N,N,N,N,N,N,20221130
갓파스시 연산점,음식점/유흥시설,동아시아음식,일본,부산광역시,연제구,연산동,,590-5 번지,반송로,44,35.188506,129.085387,47551,부산광역시 연제구 반송로 44,부산광역시 연제구 연산동 590-5,0518684377,"월-목 11시-21시30분,금 11시-22시","토 11시-22시,일 11시-21시30분",Y,N,N,N,N,N,N,N,20221130
갓포 강서1호점,음식점/유흥시설,동남아시아음식,베트남,서울특별시,강서구,내발산동,,699-17 번지,강서로47나길,8,37.552412,126.834783,07638,서울특별시 강서구 강서로47나길 8,서울특별시 강서구 내발산동  699-17,0226620036,,,N,N,N,N,N,N,N,N,20221130
갓포신,음식점/유흥시설,동아시아음식,일본,부산광역시,중구,남포동3가,,14-5 번지,남포길,6,35.098848,129.029343,48953,부산광역시 중구 남포길 6,부산광역시 중구 남포동3가 14-5,0512562731,화-금 11시30분-22시30분,토-일 11시30분-22시30분,N,N,N,N,N,N,N,N,20221130
갓포초밥앤참지,음식점/유흥시설,동아시아음식,일본,광주광역시,광산구,장덕동,,1275 번지,풍영로,226,35.191598,126.814477,62224,광주광역시 광산구 풍영로 226,광주광역시 광산구 장덕동  1275,050713683737,11시30분-22시30분,11시30분-22시30분,N,N,N,N,N,N,N,N,20221130
강가 무교점,음식점/유흥시설,인도아시아음식,인도,서울특별시,중구,무교동,,84 번지,세종대로,136,37.568416,126.978262,04520,서울특별시 중구 세종대로 136,서울특별시 중구 무교동  84,0237830610,월-금 11시30분-21시,토-일 11시30분-21시,Y,N,N,N,N,N,N,N,20221130
강가 분당점,음식점/유흥시설,인도아시아음식,인도,경기도,성남시 분당구,서현동,,251-3 번지,서현로,184,37.388109,127.123863,13590,경기도 성남시 분당구 서현로 184,경기도 성남시 분당구 서현동  251-3,0317045001,월-금 11시30분-22시,토-일 11시30분-22시,Y,N,N,N,N,N,N,N,20221130
강가 수지점,음식점/유흥시설,인도아시아음식,인도,경기도,용인시 수지구,성복동,,789 번지,성복2로,38,37.312798,127.081667,16847,경기도 용인시 수지구 성복2로 38,경기도 용인시 수지구 성복동  789,03151744069,월-금 10시30분-22시,토-일 10시30분-22시,N,N,N,N,N,N,N,N,20221130
강가 여의도점,음식점/유흥시설,인도아시아음식,인도,서울특별시,영등포구,여의도동,,24 번지,국제금융로2길,7,37.524652,126.926844,07327,서울특별시 영등포구 국제금융로2길 7,서울특별시 영등포구 여의도동  24,027823610,월-금 11시-21시,토-일 11시-21시,Y,N,N,N,N,N,N,N,20221130
강가 역삼점,음식점/유흥시설,인도아시아음식,인도,서울특별시,강남구,역삼동,,679 번지,논현로,508,37.501858,127.037106,06141,서울특별시 강남구 논현로 508,서울특별시 강남구 역삼동  679,0220050610,월-금 11시-21시,일 11시30분-21시,Y,N,N,N,N,N,N,N,20221130
강가 잠실점,음식점/유흥시설,인도아시아음식,인도,서울특별시,송파구,신천동,,29 번지,올림픽로,300,37.513485,127.103137,05551,서울특별시 송파구 올림픽로 300,서울특별시 송파구 신천동  29,0232134635,월-금 10시30분-22시,토-일 10시30분-22시,N,N,N,N,N,N,N,N,20221130
강가 타임스퀘어점,음식점/유흥시설,인도아시아음식,인도,서울특별시,영등포구,영등포동4가,,442 번지,영중로,15,37.517252,126.903752,07305,서울특별시 영등포구 영중로 15,서울특별시 영등포구 영등포동4가  442,023360610,월-금 11시-22시,토-일 11시-22시,Y,N,N,N,N,N,N,N,20221130
강남반점,음식점/유흥시설,동아시아음식,중국,서울특별시,서초구,서초동,,1309-5 번지,서초대로73길,50,37.501723,127.024006,06611,서울특별시 서초구 서초대로73길 50,서울특별시 서초구 서초동  1309-5,025327133,10시-22시,토 10시-22시,N,N,N,N,N,N,N,N,20221130
개스트로펍로에뒤셀,음식점/유흥시설,유럽음식,이탈리아,경기도,성남시 분당구,구미동,,9-1 번지,성남대로,151,37.349299,127.108304,13630,경기도 성남시 분당구 성남대로 151,경기도 성남시 분당구 구미동  9-1,,월-금 11시-22시,토-일 11시-22시,Y,N,N,N,N,N,N,N,20221130
객터스타코,음식점/유흥시설,남미음식,멕시코,경기도,광주시,경안동,,34-3 번지,경안로,29,37.409497,127.257334,12760,경기도 광주시 경안로 29,경기도 광주시 경안동  34-3,0317642090,,,N,N,N,N,N,N,N,N,20221130
갠지스,음식점/유흥시설,인도아시아음식,인도,경기도,안산시 단원구,고잔동,,535-1 번지,고잔2길,41,37.317962,126.835652,15360,경기도 안산시 단원구 고잔2길 41,경기도 안산시 단원구 고잔동  535-1,,,,N,N,N,N,N,N,N,N,20221130
갠지스,음식점/유흥시설,인도아시아음식,인도,서울특별시,관악구,신림동,,1538-14 번지,대학길,46,37.468698,126.937554,08813,서울특별시 관악구 대학길 46,서울특별시 관악구 신림동 1538-14,0264046080,,,N,N,N,N,N,N,N,N,20221130
갠지스 1동탄점,음식점/유흥시설,인도아시아음식,인도,경기도,화성시,반송동,,50-7 번지,동탄공원로2길,33-11,37.207096,127.061905,18435,경기도 화성시 동탄공원로2길 33-11,경기도 화성시 반송동  50-7,0316139575,월-금 11시30분-21시30분,토-일 11시30분-21시30분,Y,N,N,N,N,N,N,N,20221130
갠지스 광교,음식점/유흥시설,인도아시아음식,인도,경기도,수원시 영통구,이의동,,1306-4 번지,센트럴파크로127번길,66,37.294542,127.052856,16506,경기도 수원시 영통구 센트럴파크로127번길 66,경기도 수원시 영통구 이의동  1306-4,0312119575,월-금 11시-21시30분,토-일 11시-21시30분,Y,N,N,N,N,N,N,N,20221130
갠지스 동백점,음식점/유흥시설,인도아시아음식,인도,경기도,용인시 기흥구,중동,,833 번지,동백죽전대로,444,37.278035,127.151757,17006,경기도 용인시 기흥구 동백죽전대로 444,경기도 용인시 기흥구 중동  833,0316790798,월-금 11시-22시,토-일 11시-22시,Y,N,N,N,N,N,N,N,20221130
갠지스 보정점,음식점/유흥시설,인도아시아음식,인도,경기도,용인시 기흥구,보정동,,1193-2 번지,죽전로15번길,7-15,37.321168,127.109254,16897,경기도 용인시 기흥구 죽전로15번길 7-15,경기도 용인시 기흥구 보정동  1193-2,0318893434,월-금 11시-22시,토-일 11시-22시,Y,N,N,N,N,N,N,N,20221130
갠지스 카림애비뉴점,음식점/유흥시설,인도아시아음식,인도,경기도,화성시,청계동,,536 번지,동탄대로시범길,134,37.199086,127.113226,18476,경기도 화성시 동탄대로시범길 134,경기도 화성시 청계동  536,0313774281,월-금 11시30분-22시,,N,N,N,N,N,N,N,N,20221130
갤러리인디고,음식점/유흥시설,동남아시아음식,기타,서울특별시,강남구,신사동,,540-19 번지,강남대로152길,67,37.518996,127.024522,06036,서울특별시 강남구 강남대로152길 67,서울특별시 강남구 신사동  540-19,050714320421,수-금 18시-22시,토-일 18시-22시,N,N,N,N,N,N,N,N,20221130
거네스,음식점/유흥시설,인도아시아음식,인도,경기도,남양주시,화도읍,묵현리,390 번지,먹갓로,6,37.654948,127.275699,12169,경기도 남양주시 먹갓로 6,경기도 남양주시 화도읍 묵현리 390,0315922767,화-금 11시-21시,토-일 11시-21시,Y,N,N,N,N,N,N,N,20221130
거루캥테이블,음식점/유흥시설,오세아니아음식,호주 아시아,부산광역시,해운대구,송정동,,127-6 번지,송정중앙로5번길,79,35.186914,129.203753,48071,부산광역시 해운대구 송정중앙로5번길 79,부산광역시 해운대고 송정동 127-6,0517042511,"월-화 09시30분-18시,수-금 09시30분-21시",토-일 09시30분-21시,Y,N,N,N,Y,N,N,N,20221130
거울못레스토랑,음식점/유흥시설,유럽음식,이탈리아,서울특별시,용산구,용산동6가,,168-6 번지,서빙고로,137,37.523036,126.980263,04383,서울특별시 용산구 서빙고로 137,서울특별시 용산구 용산동6가  168-6,050714198910,월-금 11시-21시30분,토-일 11시-21시30분,Y,N,N,N,N,N,N,N,20221130
겁쿤,음식점/유흥시설,동남아시아음식,기타,경기도,오산시,원동,,751-53 번지,오산로232번길,19,37.14773,127.07057,18138,경기도 오산시 오산로232번길 19,경기도 오산시 원동  751-53,,,,N,N,N,N,N,N,N,N,20221130
게르식당,음식점/유흥시설,동남아시아음식,기타,광주광역시,광산구,월곡동,,680-9 번지,사암로390번길,21,35.179241,126.809138,62328,광주광역시 광산구 사암로390번길 21,광주광역시 광산구 월곡동  680-9,050714372289,"월-수,금 13시-24시",토-일 13시-24시,Y,N,N,N,N,N,N,N,20221130
게리가,음식점/유흥시설,동남아시아음식,기타,제주특별자치도,서귀포시,남원읍,신례리,71-3 번지,공천포로,51,33.263498,126.640829,63612,제주특별자치도 서귀포시 공천포로 51,제주특별자치도 서귀포시 남원읍 신례리 71-3,050713319541,"월,화,목,금 10시-18시",토-일 10시-18시,Y,N,N,N,Y,N,N,N,20221130
게스트로,음식점/유흥시설,유럽음식,이탈리아,울산광역시,남구,삼산동,,1573-14 번지,삼산중로84번길,11-13,35.541519,129.336573,44705,울산광역시 남구 삼산중로84번길 11-13,울산광역시 남구 삼산동  1573-14,07040327775,11시30분-15시 17시-22시,11시30분-22시,Y,N,N,N,N,N,N,N,20221130
게이샤하우스,음식점/유흥시설,동아시아음식,일본,서울특별시,용산구,이태원동,,119-7 번지,이태원로,173-7,37.534876,126.993223,04350,서울특별시 용산구 이태원로 173-7,서울특별시 용산구 이태원동 119-7,027981125,"월-목 18시-01시30분,금 18시-04시30분",토 18시-04시30분,N,N,N,N,N,N,N,N,20221130
게이트21,음식점/유흥시설,유럽음식,이탈리아,서울특별시,용산구,용산동2가,,5-71 번지,신흥로,21,37.540486,126.986683,04338,서울특별시 용산구 신흥로 21,서울특별시 용산구 용산동2가  5-71,027492112,,,N,N,N,N,N,N,N,N,20221130
